"hotel name","review title","review body","review date",contributions,"helpful vote","user name","user location",rating
"Courtyard by Marriott Philadelphia Airport","Exactly What you Expect From a Marriott","Stayed here before an Eagles game and I have no complaints about the service.  Although I was early the staff went out of their way to make sure I was able to check in immediately.  Front desk also gave me some brochures for ordering food...","January 9, 2014",34,21,jan1414,"staten island new york",40
"Courtyard by Marriott Philadelphia Airport","Didn't want to be there but they made the best of it""","We got stuck at the PA airport for an extra 2 days coming back from New Years trip.    Very frustrated we couldn't get out after many hours waiting at airport.  Ended up at this property when all options of getting out ended.    Pricey but the...","January 7, 2014",37,13,"Lee Ann H","Chicago, Illinois",50
"Courtyard by Marriott Philadelphia Airport","Nice, clean friendly staff","We stayed on December 9th before our flight to Punta Cana we took the shuttle from the airport to the hotel the driver was very friendly. The room was nice and clean which is a plus they have a Bistro but it's a little pricey...","December 20, 2013",96,130,pokerolls,"Egg Harbor Township, New Jersey",50
"Courtyard by Marriott Philadelphia Airport","If you need a hotel at the airport....STAY HERE!!!!!!","My family and I stayed at this property for the 2013 Army/Navy game.  Having been in Philly many years for the game, we decided this year to stay near the airport.  I made the reservations in April and ""touched base"" with them on occassion to...","December 16, 2013",69,29,DorothyatHeart,"Nashville, Tennessee",50
"Courtyard by Marriott Philadelphia Airport","nice hotel convenitent to the airport","I stayed at this hotel, after flying to PHL airport and before taking our connection flight.
The hotel is a few minutes' drive from the airport, and has a shuttle which is very convenient – although you should be aware that if you decide to...","November 12, 2013",86,28,stbunco,"Honolulu, Hawaii",40
"Courtyard by Marriott Philadelphia Airport","Great salvage from a trip delay!","My husband and I missed our connection to San Fran by minutes, after flying standby for the next flight to San Francisco - along with a number of other people - we decided to re-book seats on a flight the following afternoon. I booked a...","October 29, 2013",9,9,"Dorothy V","Trumansburg, New York",50
"Courtyard by Marriott Philadelphia Airport","Convenient to Airport","This Courtyard location is great for anyone taking a flight out of Philadelphia International Airport.  We stayed here one night prior to an early morning flight.  We parked our car in their lot and had the shuttle bus take us to the airport and pick...","October 24, 2013",378,247,FF13,"Sykesville, Maryland",50
"Courtyard by Marriott Philadelphia Airport","ok for one night","I stayed here one night because it was close to the airport. I was on business in the state and needed  a place near the airport the night before my flight home. I use Marriott on a regular basis due to business. This one is...","October 17, 2013",64,59,NashuaNH,"Nashua, New Hampshire",30
"Courtyard by Marriott Philadelphia Airport","""SCOUT""","My husband and I came into Philadelphia from Pittsburgh to purchase a motorcycle.  We chose this hotel as it was close to the airport.  I was so thrilled that we selected the Courtyard.  The rooms were extremely clean and our housekeeper had left us a...","October 9, 2013",3,0,"Ruth P","Aliquippa, PA",50
"Courtyard by Marriott Philadelphia Airport","Early Flight","This hotel was very helpful to our family, we had an early flight the next morning. We were able to get a good night's sleep and then catch the shuttle to our terminal the next morning.

We watched football in the lounge area for a...","October 2, 2013",115,38,jengr,"New Jersey",40
"Courtyard by Marriott Philadelphia Airport","MY TRIP","I WAS just staying overnight on a business trip. It served the purpose and was a nice place to stay.  It was nothing too fancy but not dumpy either. The staff was very friendly and helpful. The shuttle to the airport was a nice bonus...","September 30, 2013",116,28,STEVEP395,PENFIELD,40
"Courtyard by Marriott Philadelphia Airport","Courtyard is close to PHL","This is a nice hotel to spend a night or two at.  The staff was professional and courteous. They have an onsite restaurant and bar.  The food is limited but what I had and what I saw others get was good.","September 28, 2013",23,4,assisted,"Rock Hill, South Carolina",40
"Courtyard by Marriott Philadelphia Airport",O.K.,"We stayed at this hotel several times, after flying to PHL airport and before taking our connection flight.
The hotel is a few minutes' drive from the airport, and has a shuttle which is very convenient – although you should be aware that if you...","September 21, 2013",48,17,"sigal h","Tel Aviv, Israel",30
"Courtyard by Marriott Philadelphia Airport","Very clean and convenient","We stayed here the night before an early flight. The room and bathroom were pristine; the beds were comfortable; and for $45 we were able to park the car for the twelve days we are away. The shuttle was ready and waiting for us at...","September 9, 2013",22,8,riendenom,"Annapolis, Maryland",50
"Courtyard by Marriott Philadelphia Airport","Small, Spartan Space","An adequate room with few frills.  I have nothing negative to say other than the room was rather small by Marriott standards.  It was fine for a single overnight stay, which I suppose is the point of an airport adjacent property.  The lobby had the...","September 9, 2013",130,35,BJoelG,"Ashburn, Virginia",30
"Courtyard by Marriott Philadelphia Airport","clean and friendly","Stayed for overnight stopover at the airport and was pleasantly surprised.  We arrived late and the restaurant was still open for business- had a great meal and a great sleep.  This will be a definite stopover for us on the way to the caribbean","September 4, 2013",21,4,"Donna S",Halifax,50
"Courtyard by Marriott Philadelphia Airport","nice room and convenient to public transportation","I was in town for the Made in America festival during Labor Day Weekend. I chose this hotel because all of the downtown hotels were booked. Though it is an airport hotel, it was surprisingly close to the downtown area--within two train stops away from...","September 3, 2013",22,18,lat2001,"Stoughton, Massachusetts",40
"Courtyard by Marriott Philadelphia Airport","Courtyard does have a good middle Class Standard","This Courtyard does have a good middle Class Standard. There was a friendly Employee at eception and fast CheckIn. We spend 2 nights there and can say, that it is a clean and clam Place. The Location was good, due lost of Shops and Restaurants...","August 31, 2013",28,21,CireAranjo60,"Pune, India",40
"Courtyard by Marriott Philadelphia Airport","Great Customer Service","I chose this hotel for two reasons: proximity to the airport, and I've always had a good stay at Marriott hotels. The reason why I rated this hotel so high was their excellent customer service. From the moment I stepped into the lobby, the staff...","August 28, 2013",3,8,Heyitsmejean,"Long Beach, CA",50
"Courtyard by Marriott Philadelphia Airport","Near the airport","The room was spacious and clean if you need something by the airport. It had a sofa bed that can sleep 2 more people. They served a very basic breakfast in the morning. The room also had a little kitchen area.","August 26, 2013",1340,392,Ramadama,"New Providence, New Jersey",30
"Courtyard by Marriott Philadelphia Airport","I like this hotel!","Once a year, I come up to Philly to catch the Flyer's WIves Carnival - a special event to meet the players and get autographs from members of the Philadelphia Flyers NHL team. I choose this hotel to stay at every year. I have stayed...","August 21, 2013",80,24,JWalker1000,"College Station, Texas",50
"Courtyard by Marriott Philadelphia Airport","Very Comfortable and Convenient to Philly Airport","Highly recommend. Staff great, includes full breakfast, very comfortable and clean rooms, lobby and patio very nice with modern furnishings - lobby has several computers, printer for boarding passes, flat screen tv.  Newly remodeled a year ago. 

Very reasonably priced especially with all the amenities....","August 19, 2013",37,19,StellaS364,"Seattle, Washington",50
"Courtyard by Marriott Philadelphia Airport","A very comfortable, convenient hotel","We stayed at the Courtyard Philadelphia Airport Hotel because we had a 6:00am flight and they offered shuttle service to and from the airport.  Service at the hotel was friendly, the rooms were clean and the shuttle was ready for us at 4:30am. We parked...","August 15, 2013",16,13,pdubs1229,"Howell, New Jersey",50
"Courtyard by Marriott Philadelphia Airport","Nice Preflight Stay","I recently stayed with the park, sleep and fly package. The service was wonderful...everyone was very nice. The room was clean and the bed was extremely comfortable. the shuttle goes over to the airport about every half hour and we only waited about 15-20 minutes...","July 19, 2013",36,19,journey803,Pennsylvania,50
"Courtyard by Marriott Philadelphia Airport","Excellent customer service!","We got stuck at the Philadelphia Airport and were placed at this Courtyard Marriot. The whole event was very stressful due to U S Airways, but the management here especially Steven Strunk took care of us over and above what we expected. We were stuck...","July 12, 2013",9,8,"Martin S","Carson City, Nevada",40
"Courtyard by Marriott Philadelphia Airport","poor service and poor breakfast","We regretted stay very much. Though the location is convenient and room is in good shape, our stay there was really unpleasent. 

The staff are neither as professional as a high end hotel, nor friendly as a smaller, lower end hotel. They seemed not to...","July 10, 2013",40,40,chic2007,Chicago,30
"Courtyard by Marriott Philadelphia Airport","The Gangs of Kids Ruined our Stay","We stayed here the night before our flight, thinking we could get a little more sleep before our early morning flight.

Upon entering the hotel, there was a registration table setup for some youth athletic event. That was my first ""uh-oh"" moment. When they put...","July 9, 2013",20,15,F4_Washington,Seattle,10
"Courtyard by Marriott Philadelphia Airport","Great overnight stay before early flight","My husband and I stayed at this property the night before a 6:40am departure.  Check in and check out were smooth, the decor and room were modern.  We ate sandwiches and a flatbread from their little restaurant, and all were good.  The bed and pillows...","July 9, 2013",5,1,JLM11781,"Flemington, New Jersey",40
"Courtyard by Marriott Philadelphia Airport","nice room reasonable price","We stayed there one Saturday night and the room was clean and well equipt with the usual stuff. I was surprised that there was no mini bar or refrigerator but the lobby had a well stocked store for snacks and drinks that seemed to be...","June 17, 2013",10,19,"Richard R","Somers, New York",40
"Courtyard by Marriott Philadelphia Airport","Great Airport Hotel","First time staying at this location and was happy i did. Recently renovated and it looked nice, like most Courtyards. Staying so close to the airport, worried about airplane noise, and it was NOT an issue at all. Very quiet rooms, comfortable beds. I only...","June 17, 2013",75,32,ferrell_cat1,"Edmond, Oklahoma",40
"Courtyard by Marriott Philadelphia Airport","Accommodating to business travelers","With Courtyards looking more and more the same with their new lobby designs, I look for differences in staff quality to make my stays unique. This was a good one. I got there about 9:00 after a very long day & didn't have transportation to...","June 2, 2013",171,67,"Bill H","Tampa, Florida",50
"Courtyard by Marriott Philadelphia Airport","Good Airport Hotel","This place has been recently renovated, and as other reviewers have mentioned, it's very good, reliable, quality.  Rooms are well sound-proofed.  We heard no airplane noise.  Beds are comfortable, restaurant food is quite good, but expensive.  Front desk staff are pleasant, and the restaurant staff...","May 28, 2013",89,30,Gentle_heart,"Great Falls, VA",40
"Courtyard by Marriott Philadelphia Airport","Great Hotel Staff","I visit Phildelphia once or twice a year for pleasure. I chose this hotel because I was able to get a weekend rate of less than $120.00 a night with my AAA membership. I was pleasantly surprised by the great welcome by ""Abe"". My room...","May 28, 2013",2,5,Robby2you,"Beltsville, MD",40
"Courtyard by Marriott Philadelphia Airport","Unexpected pleasure","My hubby and I stayed here while attending a wedding for good friends so our stay was brief but we can tell you about our stay and what we liked.
From the moment we stepped inside, the concierge was helpful,  friendly and professional. She asked...","May 19, 2013",44,44,onamauihi,"Pennsylvania...Abington Township",50
"Courtyard by Marriott Philadelphia Airport","Fine Airport Hotel but Strong Smell","This hotel is what you might expect from a Marriott Courtyard.  The rooms are a bit small... they are clean.  The lobby is redone and has the cafe bar and food. Friendly staff as well.  The only thing that struck me was a very strong...","May 13, 2013",58,23,hi_plains_drifter,"Washington DC",30
"Courtyard by Marriott Philadelphia Airport","Exceptional Service","The front desk staff at this hotel was exceptional. I was most amazed that they were keeping an eye on their email at midnight the night we arrived. Cellular telephone service was out in their area so it took an email from global Marriot guest...","May 13, 2013",16,7,GeekyGirlTraveler,"Apple Valley, Minnesota",40
"Courtyard by Marriott Philadelphia Airport","My new go to Philly hotel.","We travel back to Phila several times a year for family visits. We booked because of the price and found that the location allows us easy access to center city, S. Phila restaurants, stadiums, S Jersey and the burbs.  The lobby has the new upgrade...","May 10, 2013",19,11,willyv,"Saint Johnsbury, Vermont",50
"Courtyard by Marriott Philadelphia Airport","Nice and convenient location","I stayed here as I always stay at Marriott and was trying to save my company money.  It is easy in and out-reasonably priced and the staff is very kind.  I had a rental car-so it is easy to park.  Not much out here to...","May 7, 2013",230,240,147Adventure,"Atlanta, Georgia",40
"Courtyard by Marriott Philadelphia Airport","Great staff, dissapointing amenities","The staff here is amazing and very helpful.  I am a tall guy who traveling on regional jets weekly.  I look forward to soaking in the hot tub when my day is through.  I was saddened to see that the whirlpool here is permanently closed...","May 5, 2013",1,0,jwmiser85,"Memphis, Tennessee",30
"Courtyard by Marriott Philadelphia Airport","Classic airport hotel","Excellent location for an overnight stay prior to a flight or if on business at the airport.  There was a lot of refurbishment going on during the time of the visit but this should be finished shortly.  There is little in the way of alternative...","April 13, 2013",190,73,CambridgeClimber,"Haverhill, United Kingdom",30
"Courtyard by Marriott Philadelphia Airport","Excellent Quality and Great Value","We stayed two nights in downtown Philly, but booked our first night near the airport. I was very impressed by this airport hotel. The price was very reasonable; we had a huge room that included a bedroom and sitting area, and we received a free...","April 8, 2013",23,14,"Lisa F","Webster, New York",50
"Courtyard by Marriott Philadelphia Airport","Just so-so!","Paid top dollar this April, hotel admitted a premium price due to a large number of events going on in the area. Room was small but sufficient, clean, but a bit worn. Biggest complaint was that I chose this hotel over the many others because...","April 7, 2013",8,3,Ritterdeb6,"Seaford, Delaware, United States",30
"Courtyard by Marriott Philadelphia Airport","Very good","Lovely welcome from desk staff and we had very pleasant rooms with king sized bed and sofa. Comfy bed so we had a good night's sleep. Very convenient for airport and not too far from the city. Would definitely stay here again. Highly recommended.","March 22, 2013",159,75,stella1001,"Lancaster, United Kingdom",40
"Courtyard by Marriott Philadelphia Airport","Great Staff with Comfortable Rooms","We had a business meeting in the conference center so we stayed in the hotel. The staff was unbelievably accommodating. From the moment we checked in, they offered to help with the number of boxes of meeting materials that were shipped directly to the hotel....","February 22, 2013",11,3,EJG111,"Chicago, Illinois",50
"Courtyard by Marriott Philadelphia Airport","Great service, friendly staff","My husband and I stayed at this hotel last week after our flight to Philadelphia was cancelled because of the snowstorm in Boston. We ended up having to take the train to Philadelphia in order to catch our connecting flight the following day. We showed...","February 17, 2013",3,2,"Juliette K","Boston, Massachusetts",50
"Courtyard by Marriott Philadelphia Airport","Good as expected...","I stay at Courtyards around the country regularly on business, as they are all teh same and make it easy to feel comfortable with the similarity. They have recently all undergone a major lobby facelift, but perhaps Marriott needs to take a closer look at...","February 14, 2013",133,85,KontrolFreak,"Patchogue, New York",40
"Courtyard by Marriott Philadelphia Airport","This place is great!!!!","Booked hotel last minute to be near airport before snowstorm. Desk clerk could not have been nicer. Room small but very clean with really nice bathroom area. Bed really comfy. Lobby really pretty with fireplace. Lots of seating. Bar/bistro staff top notch. Food really good....","February 8, 2013",47,26,melbre,"east windsor, nj",50
"Courtyard by Marriott Philadelphia Airport","It's an average property","In general this is a pretty average property.  The staff is friendly, breakfast was supposed to be included with the price of my room but when I received my bill I found that it was not included and they charged me about $19 extra per...","January 16, 2013",273,69,Escano777,"Nanuet, New York",30
"Courtyard by Marriott Philadelphia Airport","Zhq01 - wrong hotel reviewed","I'm sad that the review in Nov was about the Marriott at the airport not Courtyard Airport as evidence by the comment in the positive.  I actually went to that hotel first and the front desk called the Courtyard shuttle to come pick me up....","January 13, 2013",41,30,MishMishKitty,Seattle,50
"Courtyard by Marriott Philadelphia Airport","Not a good nights sleep","Stayed at the Courtyard Marriott Phiily Airport the night before the Philly Marathon to watch my son run. We were awakened at midnight from a call from the ""front desk"" saying that they had experienced a computer problem and needed our credit card info again....","November 19, 2012",1,1,"A B",fishkill,10
"Courtyard by Marriott Philadelphia Airport","Positive-right at airport, Negative-mostly everything else","This is a dated Marriott with marginal amenities and services.  It's location right at the airport makes it very convenient if you're attending a meeting, but if not, there's really no compelling reason to stay.  The service was okay, the business center was a joke,...","November 16, 2012",57,52,zhq01,"Bethlehem, Pennsylvania",20
"Courtyard by Marriott Philadelphia Airport","Safe haven for stranded traveler","After searching for an hour after my flight was cancelled, I finally found a room available here.  The rate was high, but I did not want to spend the night in the airport surrounded by strangers.

The property was nice, landscape was clean and represented...","November 8, 2012",28,10,"Casey W","Cortez, Colorado, United States",40
"Courtyard by Marriott Philadelphia Airport","Melody Motely: Thank you","I am grateful to Melody Motely--operations manager courtyard philly airport--for her kind morality in early August. I was on my way to a hiking trip in Spain when, quite unfortunately, my flights were delayed multiple times over a 48 hour period. After being promised and...","October 30, 2012",1,0,"Tom C","Ithaca, New York",50
"Courtyard by Marriott Philadelphia Airport","Great Hotel, Exceptional Desk Staff","My wife and I had the best stay at this Courtyard. The check in staff was very friendly. Rooms were very comfortable and clean. The entire staff including the maids to the waiters at the bistro went out of their way to thank us for...","October 8, 2012",7,7,"Mike H","Fairfax Station",50
"Courtyard by Marriott Philadelphia Airport","Great Port in a Storm","We were stuck at the airport due to weather at our destination.  We ended up here overnight with no luggage.  

The shuttle driver was great, and he passed around cold bottled water which, after 10 hours hanging around a terminal was very needed.  

The desk...","September 26, 2012",92,40,Almaniac,"Dartmouth, Canada",50
"Courtyard by Marriott Philadelphia Airport","Average hotel","The hotel was a little rundown and it had a strange musty smell.  Walking around the hotel I saw a dead cockroach on the floor.  Don't think we will be back for another stay.  We expected more from a Courtyard.","September 26, 2012",32,11,ArizonaMamaof2,"Edison, New Jersey",30
"Courtyard by Marriott Philadelphia Airport","Lack of clean beds","I arrived at this hotel on Sept 19 at @5pm, planning to stay for 2 nights. The first room they gave me had no sheets on the bed - housekeeping never finished cleaning the room.  The second room they put me in (#329) had small...","September 23, 2012",488,146,Love2Travel26x2,"Chicago, Illinois",20
"Courtyard by Marriott Philadelphia Airport","Comfortable hotel","Stayed for one night with my mum and sister.

We had two queen beds and room was spacious and very clean.

Staff at reception and breakfast bar were friendly enough. Breakfast is typically American and reasonably priced. 

Computers for general use in the lobby area;...","September 21, 2012",59,30,zinizana,london,40
"Courtyard by Marriott Philadelphia Airport","Pleasant Enough","Was only there for 2 nights after flying in from the UK  , Caching a ball game and then going on to the rest of the trip. Room was fine  - typical for the chain. Clean comfortable and no issues.  Bed was comfy , and...","September 20, 2012",13,3,bassetdog,"Lancashire, UK",40
"Courtyard by Marriott Philadelphia Airport","Worst Customer Service Ever!!","I stayed here for one night and it was one night too much!  The staff at Reception were most uncooperative and clearly do not understand customer service.  At 249.00 plus taxes it was not value for money.  Had a king with a pullout sofa.  When...","September 19, 2012",38,27,BarbadosMissy,Barbados,10
"Courtyard by Marriott Philadelphia Airport","Scary hotel give it a pass","flies in the rooms ( not just mine I checked with another person staying thier as well)   way out of town   and front desk did not know Philly.    Food was not good either  the cheif's creation of deep fried cheese cake should be nixed.   Best...","September 13, 2012",142,80,"Michael M",Calgary,20
"Courtyard by Marriott Philadelphia Airport","Convenient to airport and sports complex","My husband and I stayed here after a concert at Citizens Bank Park.  My summary:
1. Lots of parking
2. Check in was straight-forward
3. Bathroom was a good size
4. Good showerheads  
5. Bed was very comfortable (mattresses are firm)
6. Blackout shades in...","September 4, 2012",12,4,lmcallis,,40
"Courtyard by Marriott Philadelphia Airport","Nice hotel in the middle of nowhere","Was there for a conference in the hotel therefore, stayed in the hotel. Shuttle service and staff were nice. Staff was very friendly and accommodating when I requested to move rooms the second night even though they were booked solid. Hotel was nice for the...","September 2, 2012",26,12,AshleeB133,"Navarre, Fl",40
"Courtyard by Marriott Philadelphia Airport","Great folks, the facility was okay","I traveled to Philly for a half day business meeting.  Flew in the night before and took the complimentary shuttle to the hotel.  Prompt courteous service was appreciated.  The lobby has been redone and is clean and modern.  The room was not as updated as...","August 2, 2012",59,45,dobrienma,"Marshfield Hills, Massachusetts",40
"Courtyard by Marriott Philadelphia Airport","Very Nice!","I went to a conference in Philly by the airport. 
I stayed at the courtyard marriot, which turned out to be quite nice.
The staff was excellent. Everything we asked for was no problem.

Sam, Jenn, Victoriaa, Tyria....all made the stay a pleasure!

Plus they...","July 22, 2012",5,3,"hara t","new york",40
"Courtyard by Marriott Philadelphia Airport","Decent room near the airport","We have stayed at this Courtyard and next door at the Fairfield Inn for quick trips to sporting events. The first room we were assigned had not yet been cleaned, so we were given an upgraded room. The larger room was nice; definitely nicer than...","July 11, 2012",28,13,"Dirk M","Blacksburg, Virginia, United States",30
"Courtyard by Marriott Philadelphia Airport","fairly clean room, but that is all I can say good here!","The room, a king bed room, was fair.  the a/c worked well!  the hallways always had trash in them and man o man the drunks on the Saturday night we were there were awful!  It was close to a gas station (wawa)  there was not...","July 9, 2012",64,29,"Christy C","Alexandria, Virginia",30
"Courtyard by Marriott Philadelphia Airport","Efficient Service","Came in for a quick visit to Philadelphia. Received a pre-stay e mail from the GM of this property introducing herself and offering any assistance. I took her up on that and asked about shuttle service from Philly airport. She promptly responded. Got in around...","July 6, 2012",75,40,Futbol14,Atlanta,40
"Courtyard by Marriott Philadelphia Airport","Great airpot hotel!","This was great as my daughter had a 7 am flight! We drove from nj and the ladies at the check in desk were wonderful! They told us to go to ruby tuesadays 1 block away to grab a bite to eat! Had a quick...","June 20, 2012",13,11,AmieJo,"Whippany, New Jersey",50
"Courtyard by Marriott Philadelphia Airport","Nice for business travel","Stayed March 2012.  On travel for business in the city.  The week we were there, week of the 11th, there was a flower/plant convention if you will but we did not see it as it was over but rooms still booked so could not find...","May 25, 2012",7,6,CaribbTravelers,"New Waterford, OH",40
"Courtyard by Marriott Philadelphia Airport","Very good airport hotel","Stayed 2 nights last week for our daughter's college graduation.  Everything was just right and as it should be, including the price.  This is an airport hotel and is in a hotel park not near much else, but there is a Ruby Tuesday's within walking...","May 19, 2012",10,10,JimDP,"Spokane, Washington",40
"Courtyard by Marriott Philadelphia Airport","Wifi was working when we stayed, average otherwise!","Booked as it was near airport and for a night was easy and fair priced, normal style motel/hotel type affair but after reading reviews wanted to say wifi was working when we stayed in may 2012.","May 14, 2012",112,122,istanbultrip059,"London, United Kingdom",30
"Courtyard by Marriott Philadelphia Airport","Bright & Fresh","We used to layover at the Airport Hilton and have recently moved here.  I've stayed here twice now & both times were pleasant.  I hesitate to give it 4 stars because I have not used their workout facilities & eaten at the restaurant.  I can...","May 1, 2012",43,29,mauilover0517,Seattle,30
"Courtyard by Marriott Philadelphia Airport","Great staff, rooms OK","I stayed for three nights for a work related conference.  My reservations were made by the company holding the conference, and there was confusion about my arrival and departure dates.  Olivia was extremely helpful (and very nice) in trying to resolve this situation, and it...","April 17, 2012",2,0,MadMommyMoe,"Rochester NY",30
"Courtyard by Marriott Philadelphia Airport","Messed up reservation but provided reasonable accommodation","I cannot comment on facilities. I did not get to stay here. I had made a reservation for a room, guaranteed with credit card for late arrival. I called ahead earlier on arrival day to confirm that I would be arriving late and that my...","March 27, 2012",13,8,sparky56,Pennsylvania,30
"Courtyard by Marriott Philadelphia Airport","Worst courtyard","I mean what year are we in that the rooms do not have wireless?  Especially for a hotel that's meant for business travelers?

In addition, the rooms are terrible.  I am in a King Suite, but the heater doesn't even work in the bedroom.  Not...","March 13, 2012",2,1,"Christian K","Atlanta, Georgia",10
"Courtyard by Marriott Philadelphia Airport","One of the best Courtyards for customer service","I had business for three weeks in Malvern PA, so I would leave Malvern on Friday afternoon, turn in my car and catch the shuttle to this Courtyard. Yes, there is a Marriott right at the airport, but this Courtyard is quieter than the airport...","February 26, 2012",291,69,TCPDump,"Saint Louis, Missouri",40
"Courtyard by Marriott Philadelphia Airport","No wi-fi? Seriously?","Typical Courtyard,nice staff and the the new cafe style lobby, which I much prefer to the old breakfast buffet, but come on - no wi-fi? (there is in the lobby but in your room you have plug in a wire! I didn't remember how! too...","February 21, 2012",193,93,2ta,"Austin, Texas",30
"Courtyard by Marriott Philadelphia Airport","No wireless Internet","I've this hotel off of my list when needing a hotel near the airport in Philadelphia.
Though it's generally a decent run of the mill Courtyard, it has 2 things going against it IMO.
There is no wireless Internet in the rooms and as I...","February 2, 2012",222,124,hiflya,"Atlanta, Georgia",20
"Courtyard by Marriott Philadelphia Airport","great customer service","We always stay at this hotel at the airport when travelling to town.  Recently my husband was there by himself on his 60th birthday.  I called the hotel and asked them if they could wish him happy birthday when he checked in.

They surprised him...","January 21, 2012",115,33,birdieca,CA,50
"Courtyard by Marriott Philadelphia Airport","Nice Staff, expensive food, slow internet","I've stayed at this hotel a number of times.  When we checked in after midnight the staff was friendly.  I noticed the lobby looked different from what I remembered.  I asked about breakfast which used to be a buffet.  Now it's À la carte and...","January 1, 2012",15,7,skyserf,"Camden, Delaware",20
"Courtyard by Marriott Philadelphia Airport","Very solid choice for business travel","Was there for stressful overnight business trip. Very clean room. Very quiet.   Excellent lobby with cafe/bar.  Staff were helpful and extremely courteous..","December 16, 2011",46,30,BluDevil81,"Washington DC",40
"Courtyard by Marriott Philadelphia Airport","Nice hotel but pool out of service","The hotel was nice looking and in a good location but on a a busy weekend they had to shut the pool on Sunday. Maybe they could have fixed the pool at nightime instead of a busy time when there were a lot of kids...","November 29, 2011",18,14,rawdeal1,"South Brunswick, New Jersey",30
"Courtyard by Marriott Philadelphia Airport","Staff exceeded expectations","Let's start with Michael, the bellman who advised me that taking the SEPTA train during rush hour would get me to the Amtrak station more quickly than a cab and gave me exact instructions about how to get there. At the end of the day,...","October 29, 2011",28,12,ElmCityAfficionado,"New Haven, CT",30
"Courtyard by Marriott Philadelphia Airport","Courtyards Round the World...","I'm a (very) frequent traveler and stay in Courtyards most of places I go. The same decor, the same room layouts, the same food, the same consistent quality and service -- all of them make it easier to step off the plane, into a rental...","September 26, 2011",1,0,"Peter O","Minato-ku, Tokyo, Japan",40
"Courtyard by Marriott Philadelphia Airport","great room but desk guy was a jerk","my new mother in law got us a room here on our wedding night , when we got to the desk at 3 am with bags in tow still in dress and tux . The guy wouldnt honor her reservation cause she wasnt there. So...","September 22, 2011",36,15,jimmymac131,pa,20
"Courtyard by Marriott Philadelphia Airport","Under construction and this is the best you can do...really!","This is a MCY that is undergoing a major renovation o to install the new MCY bistro. The place was under construction and a real mess. Temp check in was not well thought out. Looked like a storage closet conversion. Date we checked in room...","September 12, 2011",3,1,will2go,"Omaha, Nebraska",20
"Courtyard by Marriott Philadelphia Airport",Terrible,"Checked in around midnight for one night stay in August 2011.  Room was freezing cold with air conditioning that would not stop.  Staff member came and supposedly ""fixed"" it.  Woke up at 3:30am with room at 87 degrees and hot air pouring out.  Another staff...","August 8, 2011",24,23,Traveler0757,Maryland,10
"Courtyard by Marriott Philadelphia Airport","Quality room- few minor issues.","During our stay the hotel was undergoing renovations (Aug 2011). I didn't find this disclosed anywhere.
The first floor was very noisey, although our room was on the fourth- and we were not disturbed by the construction- i would guess those on the first floor...","August 7, 2011",1,0,matchu621,"Odessa, New York",40
"Courtyard by Marriott Philadelphia Airport","Under major construction but honestly it wouldn't be that great anyway","Stayed there for recent business travel.  Lobby and eating area completely under construction.  Staff is friendly and has a good time at their job but it is all smiles and laughs and not much work getting done.  OK, so their eating area is torn up...","August 4, 2011",66,36,1999Spurs,SanAntonio,20
"Courtyard by Marriott Philadelphia Airport","Loved the staff and had a great stay!","We stayed here for a hockey tournament and it was our first time in Philadelphia. It was a perfect place to stay as a team. We've stayed at many many hotels over the years and we were very impressed with the staff at this hotel....","July 17, 2011",46,19,zambonimama,"Smithers BC",40
"Courtyard by Marriott Philadelphia Airport","Tiny Rooms Lovely Staff","I would highly recommend the hotel with the caveat that the rooms are very very small.  The rooms and the public areas are very well-maintained and the staff couldn't have been nicer.
There is a bar and a casual dinner menu available and even though...","May 31, 2011",2,0,patois,"Huntington, New York",40
"Courtyard by Marriott Philadelphia Airport","Nice place but has issues","The staff was wonderful and tried to be helpful. We chose this location partially for the location and things like the pool/spa. Arrived to find the pool/spa were closed for renovations. The staff comp'ed us breakfast after I asked for it as a consolation.

We...","August 14, 2010",54,15,cavedog117,"Berlin, Connecticut",30
"Courtyard by Marriott Philadelphia Airport",Beware,"Hotel was fine but I was charged double +$50.00 due to hotel error, The managment staff was rude and had to be pushed to make a simple correction. Even then the correction was done wrong, required more phone calls and it wasn't until the bank...","June 29, 2010",1,0,Jon96,"Salisbury, Maryland",20
"Courtyard by Marriott Philadelphia Airport","Excellent stay","Great rooms.
Well maintained.Good value for money.
Very close to the airport.Good for travellers.Friendly staff.","June 22, 2010",135,48,nianigil,"Ontario, Canada",40
"Courtyard by Marriott Philadelphia Airport","Great place to stay, just seal all open food","From the time we arrived until we left, the service was great.  We did not want to drive downtown,it was great that SEPTA  transportation was right outside. I love the idea, there were always fresh coffee and newspaper available daily. They also provided a microwave...","April 4, 2010",1,0,SandiegoChristine52,"San diego",40
"Courtyard by Marriott Philadelphia Airport","Adequate, nothing more","We recently spent two nights at this property.  Our king room was adequately clean but quite small; there was no luggage rack and, really, no place really to put a suitcase.  The design of the room made its use by two people difficult; if one...","November 23, 2009",658,302,JJTOH,Ohio,30
"Courtyard by Marriott Philadelphia Airport","Typical Cookie Cutter Courtyard.  Didn't Disappoint.","This was a Courtyard that did its best to be like every other Courtyard.  Not that that's necessarily a bad thing.

I stayed here during extended business in Philly.  I booked this for a very reasonable rate after blind bidding on Priceline.  Because of this,...","October 26, 2009",80,62,Publius2003,"Medina, Ohio",40
